id;label;Latitude;Longitude;status
1243;"Santiago";42.896333;-8.415144;healthy
1246;"Valencia";39.489314;-0.481625;healthy
1247;"Valladolid";41.706111;-4.851944;healthy
1250;"Vigo";42.2318;-8.626775;healthy
1251;"Santander";43.427064;-3.820006;healthy
1252;"Zaragoza";41.666242;-1.041553;healthy
1253;"Sevilla";37.418;-5.893106;healthy
1262;"Agen";44.174721;0.590556;healthy
1264;"Bordeaux";44.828335;-0.715556;healthy
1265;"Bergerac";44.825279;0.518611;healthy
1268;"Poitiers";46.587745;0.306666;healthy
1270;"Limoges";45.862778;1.179444;healthy
1273;"Toulouse";43.629075;1.363819;healthy
1274;"Pau";43.38;-0.418611;healthy
1276;"Tarbes";43.178675;-0.006439;healthy
1277;"Angouleme";45.729247;0.221456;healthy
1278;"Brive";45.150833;1.469167;healthy
1279;"Perigueux";45.198055;0.815556;healthy
1280;"Biarritz-bayonne";43.468419;-1.523325;healthy
1285;"Castres";43.55625;2.289183;healthy
1289;"Rodez";44.407869;2.482672;healthy
1309;"Dole";47.039014;5.42725;healthy
1313;"Le Puy";45.080689;3.762889;healthy
1320;"Metz";48.982142;6.251319;healthy
1321;"Bastia";42.552664;9.483731;healthy
1322;"Calvi";42.530753;8.793189;healthy
1323;"Figari";41.500557;9.097777;healthy
1324;"Ajaccio";41.923637;8.802917;healthy
1330;"Clermont-Ferrand";45.786661;3.169169;healthy
1335;"Lyon";45.726387;5.090833;healthy
1344;"Aurillac";44.891388;2.421944;healthy
1350;"St-Etienne";45.540554;4.296389;healthy
1352;"Carcassonne";43.215978;2.306317;healthy
1353;"Marseille";43.435555;5.213611;healthy
1354;"Nice";43.658411;7.215872;healthy
1356;"Perpignan";42.740442;2.870667;healthy
1359;"Montpellier";43.576194;3.963014;healthy
1360;"Beziers";43.323522;3.353903;healthy
1361;"Avignon";43.9073;4.901831;healthy
1367;"Beauvais";49.454444;2.112778;healthy
1371;"Le Havre";49.533889;0.088056;healthy
1374;"Chalons";48.776072;4.184492;healthy
1376;"Tours";47.432222;0.727606;healthy
1382;"Paris";49.012779;2.55;healthy
1386;"Paris";48.725278;2.359444;healthy
1399;"Lille";50.561942;3.089444;healthy
1403;"Brest";48.447911;-4.418539;healthy
1405;"Dinard";48.587683;-2.079958;healthy
1408;"Deauville";49.365339;0.154306;healthy
1409;"Lorient";47.760555;-3.44;healthy
1412;"Caen";49.173333;-0.45;healthy
1415;"Rennes";48.069508;-1.734794;healthy
1416;"Lannion";48.754378;-3.471656;healthy
1417;"Quimper";47.974981;-4.167786;healthy
1418;"Nantes";47.153189;-1.610725;healthy
1423;"Mulhouse";47.589583;7.529914;healthy
1425;"Dijon";47.26889;5.09;healthy
1435;"Strasbourg";48.538319;7.628233;healthy
1438;"Hyeres";43.0973;6.14603;healthy
1439;"Nimes";43.757444;4.416347;healthy
1441;"St.-pierre";46.762904;-56.173088;healthy
1446;"Alexandroupolis";40.855869;25.956264;healthy
1448;"Nea Anghialos";39.219619;22.794339;healthy
1450;"Chios";38.343175;26.140572;healthy
1451;"Ioannina";39.696388;20.8225;healthy
1452;"Heraklion";35.339719;25.180297;healthy
1453;"Kastoria";40.446294;21.282186;healthy
1454;"Kithira";36.274258;23.016978;healthy
1455;"Keffallinia";38.120069;20.500481;healthy
1456;"Kalamata";37.068319;22.025525;healthy
1458;"Kos";36.793335;27.091667;healthy
1459;"Karpathos";35.421408;27.146008;healthy
1460;"Kerkyra/corfu";39.601944;19.911667;healthy
1461;"Kasos";35.421358;26.910047;healthy
1462;"Kavala";40.913306;24.619223;healthy
1463;"Kozani";40.28611;21.840834;healthy
1464;"Leros";37.184903;26.800289;healthy
1465;"Limnos";39.917072;25.236308;healthy
1468;"Mykonos";37.435128;25.348103;healthy
1469;"Mytilini";39.056667;26.598333;healthy
1470;"Preveza";38.925467;20.765311;healthy
1472;"Rhodos";36.405419;28.086192;healthy
1473;"Patras";38.151111;21.425556;healthy
1474;"Chania";35.531747;24.149678;healthy
1475;"Skiathos";39.1771;23.503675;healthy
1476;"Samos";37.689999;26.911667;healthy
1479;"Thira";36.399169;25.479333;healthy
1480;"Sitia";35.216108;26.101325;healthy
1482;"Skiros";38.967553;24.487228;healthy
1486;"Thessaloniki";40.519725;22.97095;healthy
1488;"Zakynthos";37.750853;20.88425;healthy
1489;"Budapest";47.436933;19.255592;healthy
1490;"Debrecen";47.488917;21.615333;healthy
1501;"Bari";41.138856;16.760594;healthy
1505;"Pescara";42.431656;14.181067;healthy
1506;"Brindisi";40.657633;17.947033;healthy
1508;"Lamezia";38.905394;16.242269;healthy
1509;"Catania";37.466781;15.0664;healthy
1510;"Lampedusa";35.497914;12.618083;healthy
1511;"Pantelleria";36.816519;11.968864;healthy
1512;"Palermo";38.175958;13.091019;healthy
1514;"Reggio Calabria";38.071206;15.651556;healthy
1515;"Trapani";37.911403;12.487961;healthy
1517;"Alghero";40.632133;8.290772;healthy
1519;"Cagliari";39.251469;9.054283;healthy
1520;"Olbia";40.898661;9.517628;healthy
1524;"Milano";45.630606;8.728111;healthy
1525;"Bergamo";45.673889;9.704166;healthy
1526;"Torino";45.200761;7.649631;healthy
1528;"Genoa";44.413333;8.8375;healthy
1529;"Milan";45.445103;9.276739;healthy
1531;"Parma";44.824483;10.296367;healthy
1534;"Cuneo";44.547019;7.623217;healthy
1536;"Bolzano";46.460194;11.326383;healthy
1538;"Bologna";44.535444;11.288667;healthy
1539;"Treviso";45.6484;12.194422;healthy
1545;"Ronchi De Legionari";45.8275;13.472222;healthy
1546;"Rimini";44.020292;12.611747;healthy
1550;"Villafranca";45.395706;10.888533;healthy
1551;"Venice";45.505278;12.351944;healthy
1553;"Rome";41.799361;12.594936;healthy
1555;"Rome";41.804475;12.250797;healthy
1558;"Marina Di Campo";42.760277;10.239445;healthy
1561;"Naples";40.886033;14.290781;healthy
1562;"Pisa";43.683917;10.39275;healthy
1563;"Florence";43.809953;11.2051;healthy
1567;"Perugia";43.095906;12.513222;healthy
1569;"Ljubljana";46.223686;14.457611;healthy
1579;"Karlovy Vary";50.202978;12.914983;healthy
1582;"Ostrava";49.696292;18.111053;healthy
1584;"Pardubice";50.013419;15.738647;healthy
1587;"Prague";50.100833;14.26;healthy
1588;"Brno";49.151269;16.694433;healthy
1590;"Tel-aviv";32.011389;34.886667;healthy
1594;"Elat";29.561281;34.960081;healthy
1596;"Haifa";32.809444;35.043056;healthy
1602;"Ovda";29.94025;34.93585;healthy
1605;"Tel-aviv";32.114661;34.782239;healthy
1606;"Malta";35.857497;14.4775;healthy
1609;"Graz";46.991067;15.439628;healthy
1610;"Innsbruck";47.260219;11.343964;healthy
1611;"Linz";48.233219;14.187511;healthy
1612;"Salzburg";47.793304;13.004333;healthy
1613;"Vienna";48.110278;16.569722;healthy
1617;"Santa Maria (island)";36.97139;-25.170639;healthy
1625;"Flores";39.455272;-31.131361;healthy
1626;"Faro";37.014425;-7.965911;healthy
1627;"Graciosa Island";39.092169;-28.029847;healthy
1628;"Horta";38.519894;-28.715872;healthy
1629;"Lajes (terceira Island)";38.761842;-27.090797;healthy
1633;"Ponta Delgada";37.741184;-25.69787;healthy
1634;"Pico";38.554333;-28.441333;healthy
1636;"Porto";41.248055;-8.681389;healthy
1637;"Porto Santo";33.073386;-16.349975;healthy
1638;"Lisbon";38.781311;-9.135919;healthy
1639;"Sao Jorge Island";38.6655;-28.175817;healthy
1645;"Mostar";43.2829;17.845878;healthy
1646;"Sarajevo";43.824583;18.331467;healthy
1647;"Arad";46.17655;21.262022;healthy
1649;"Baia Mare";47.658389;23.470022;healthy
1651;"Constanta";44.362222;28.488333;healthy
1652;"Cluj-napoca";46.785167;23.686167;healthy
1654;"Craiova";44.318139;23.888611;healthy
1655;"Iasi";47.178492;27.620631;healthy
1656;"Oradea";47.025278;21.9025;healthy
1657;"Bucharest";44.572161;26.102178;healthy
1658;"Sibiu";45.785597;24.091342;healthy
1659;"Satu Mare";47.703275;22.8857;healthy
1662;"Tirgu Mures";46.467714;24.412525;healthy
1663;"Timisoara";45.809861;21.337861;healthy
1665;"Geneva";46.238064;6.10895;healthy
1675;"Lugano";46.004275;8.910578;healthy
1676;"Bern";46.9141;7.497153;healthy
1678;"Zurich";47.464722;8.549167;healthy
1679;"Altenrhein";47.485033;9.560775;healthy
1682;"Ankara";40.128082;32.995083;healthy
1685;"Adana";36.982166;35.280388;healthy
1688;"Antalya";36.898731;30.800461;healthy
1689;"Gaziantep";36.947183;37.478683;healthy
1691;"Konya";37.979;32.561861;healthy
1693;"Merzifon";40.829375;35.521992;healthy
1694;"Sivas";39.813828;36.903497;healthy
1695;"Malatya";38.435347;38.091006;healthy
1696;"Kayseri";38.770386;35.495428;healthy
1699;"Denizli";37.785567;29.701297;healthy
1701;"Istanbul";40.976922;28.814606;healthy
1706;"Izmir";38.292392;27.156953;healthy
1715;"Dalaman";36.713056;28.7925;healthy
1721;"Elazig";38.606925;39.291417;healthy
1722;"Diyabakir";37.893897;40.201019;healthy
1723;"Erzincan";39.710203;39.527003;healthy
1724;"Erzurum";39.956501;41.170166;healthy
1726;"Trabzon";40.995108;39.789728;healthy
1728;"Van";38.468219;43.3323;healthy
1729;"Batman";37.928969;41.116583;healthy
1735;"Chisinau";46.927744;28.930978;healthy
1737;"Skopje";41.961622;21.621381;healthy
1738;"Gibraltar";36.151219;-5.349664;healthy
1739;"Belgrade";44.818444;20.309139;healthy
1741;"Podgorica";42.359392;19.251894;healthy
1742;"Pristina";42.572778;21.035833;healthy
1743;"Tivat";42.404664;18.723286;healthy
1745;"Bratislava";48.170167;17.212667;healthy
1746;"Kosice";48.663055;21.241112;healthy
1754;"Providenciales";21.773625;-72.265886;healthy
1755;"South Caicos";21.515739;-71.528528;healthy
1759;"La Romana";18.450711;-68.911833;healthy
1760;"Punta Cana";18.567367;-68.363431;healthy
1761;"Puerto Plata";19.7579;-70.570033;healthy
1762;"Santo Domingo";18.429664;-69.668925;healthy
1764;"Santiago";19.406092;-70.604689;healthy
1767;"Guatemala City";14.583272;-90.527475;healthy
1771;"La Ceiba";15.742481;-86.853036;healthy
1772;"San Pedro Sula";15.452639;-87.923556;healthy
1773;"Guanaja";16.445367;-85.906611;healthy
1774;"Roatan";16.316814;-86.522961;healthy
1776;"Tegucigalpa";14.060883;-87.217197;healthy
1779;"Kingston";17.935667;-76.7875;healthy
1780;"Montego Bay";18.503717;-77.913358;healthy
1783;"Acapulco";16.757061;-99.753953;healthy
1785;"Aguascalientes";21.705558;-102.317858;healthy
1786;"Huatulco";15.775317;-96.262572;healthy
1789;"Ciudad Del Carmen";18.653739;-91.799017;healthy
1792;"Culiacan";24.764547;-107.474717;healthy
1793;"Chetumal";18.504667;-88.326847;healthy
1794;"Ciudad Obregon";27.392639;-109.833111;healthy
1795;"Campeche";19.816794;-90.500314;healthy
1796;"Ciudad Juarez";31.636133;-106.428667;healthy
1797;"Chihuahua";28.702875;-105.964567;healthy
1798;"Ciudad Victoria";23.703336;-98.956486;healthy
1800;"Cozumel";20.522403;-86.925644;healthy
1801;"Durango";24.124194;-104.528014;healthy
1802;"Tepic";21.419453;-104.842581;healthy
1804;"Guadalajara";20.5218;-103.311167;healthy
1807;"Hermosillo";29.095858;-111.047858;healthy
1808;"Colima";19.277011;-103.577397;healthy
1810;"Saltillo";25.549497;-100.928669;healthy
1813;"Lazard Cardenas";18.001731;-102.220525;healthy
1814;"Los Mochis";25.685194;-109.080806;healthy
1815;"Del Bajio";20.993464;-101.480847;healthy
1816;"La Paz";24.072694;-110.362475;healthy
1817;"Loreto";25.989194;-111.348361;healthy
1818;"Matamoros";25.769894;-97.525311;healthy
1819;"Merida";20.936981;-89.657672;healthy
1820;"Mexicali";32.630634;-115.241637;healthy
1821;"Morelia";19.849944;-101.0255;healthy
1822;"Minatitlan";18.103419;-94.580681;healthy
1824;"Mexico City";19.436303;-99.072097;healthy
1825;"Monterrey";25.778489;-100.106878;healthy
1826;"Mazatlan";23.161356;-106.266072;healthy
1828;"Nuevo Laredo";27.443918;-99.57046;healthy
1829;"Oaxaca";16.999906;-96.726639;healthy
1830;"Poza Rico";20.602671;-97.460839;healthy
1831;"Puebla";19.158144;-98.371447;healthy
1834;"Piedras Negras";28.627394;-100.535211;healthy
1835;"Uruapan";19.396692;-102.039056;healthy
1836;"Puerto Vallarta";20.680083;-105.254167;healthy
1837;"Puerto Escondido";15.876861;-97.089117;healthy
1838;"Queretaro";20.617289;-100.185658;healthy
1839;"Reynosa";26.008908;-98.228513;healthy
1840;"San Jose Del Cabo";23.15185;-109.721044;healthy
1842;"San Luis Potosi";22.254303;-100.930806;healthy
1845;"Torreon";25.568278;-103.410583;healthy
1846;"Tuxtla Gutierrez";16.561822;-93.026081;healthy
1847;"Tijuana";32.541064;-116.970158;healthy
1848;"Tampico";22.29645;-97.865931;healthy
1850;"Toluca";19.337072;-99.566008;healthy
1851;"Tapachula";14.794339;-92.370025;healthy
1852;"Cancun";21.036528;-86.877083;healthy
1853;"Villahermosa";17.997;-92.817361;healthy
1854;"Vera Cruz";19.145931;-96.187267;healthy
1855;"Zacatecas";22.897112;-102.68689;healthy
1856;"Zihuatanejo";17.601569;-101.460536;healthy
1858;"Manzanillo";19.144778;-104.558631;healthy
1863;"Managua";12.141494;-86.168178;healthy
1865;"Bocas Del Toro";9.340853;-82.250842;healthy
1866;"Changuinola";9.458636;-82.516806;healthy
1867;"David";8.391003;-82.434992;healthy
1869;"Panama";8.973339;-79.555583;healthy
1871;"Panama City";9.071364;-79.383453;healthy
1879;"Golfito";8.653775;-83.180544;healthy
1881;"Liberia";10.593289;-85.544408;healthy
1884;"Nosara Beach";9.97649;-85.653;healthy
1885;"San Jose";9.993861;-84.208806;healthy
1887;"Palmar Sur";8.951025;-83.468583;healthy
1889;"Quepos";9.443164;-84.129772;healthy
1892;"San Salvador";13.440947;-89.055728;healthy
1895;"Cap Haitien";19.732989;-72.194739;healthy
1897;"Port-au-prince";18.58005;-72.292542;healthy
1903;"Cayo Largo del Sur";21.616453;-81.545989;healthy
1904;"Camaguey";21.420428;-77.847433;healthy
1905;"Santiago De Cuba";19.969769;-75.835414;healthy
1908;"Guantanamo";20.085419;-75.158328;healthy
1909;"Havana";22.989153;-82.409086;healthy
1910;"Holguin";20.785589;-76.315108;healthy
1918;"Santa Clara";22.492192;-79.943611;healthy
1923;"Varadero";23.034445;-81.435278;healthy
1925;"Cayman Barac";19.686981;-79.882789;healthy
1926;"Georgetown";19.292778;-81.35775;healthy
1930;"Marsh Harbor";26.511406;-77.083472;healthy
1932;"Spring Point";22.441828;-73.970858;healthy
1934;"Treasure Cay";26.745336;-77.391269;healthy
1937;"Alice Town";25.699881;-79.264656;healthy
1941;"Great Exuma";23.562631;-75.877958;healthy
1943;"North Eleuthera";25.474861;-76.683489;healthy
1944;"Governor's Harbor";25.284706;-76.331011;healthy
1946;"Rock Sound";24.8917;-76.177739;healthy
1948;"Freeport";26.558686;-78.695553;healthy
1949;"Matthew Town";20.975;-73.666862;healthy
1950;"Dead Man's Cay";23.179014;-75.093597;healthy
1951;"Stella Maris";23.581444;-75.270475;healthy
1952;"Mayaguana";22.379528;-73.0135;healthy
1953;"Nassau";25.038958;-77.466231;healthy
1956;"Cockburn Town";24.063275;-74.523967;healthy
1957;"Belize City";17.539144;-88.308203;healthy
1958;"Aitutaki";-18.830922;-159.764233;healthy
1959;"Avarua";-21.202739;-159.805556;healthy
1960;"Nandi";-17.755392;177.443378;healthy
1961;"Nausori";-18.043267;178.559228;healthy
1963;"Tongatapu";-21.241214;-175.149644;healthy
1965;"Tarawa";1.381636;173.147036;healthy
1968;"Wallis";-13.238281;-176.199228;healthy
1969;"Faleolo";-13.829969;-172.008336;healthy
1970;"Pago Pago";-14.331;-170.7105;healthy
1971;"Rurutu";-22.434069;-151.360614;healthy
1972;"Tubuai";-23.365353;-149.524072;healthy
1975;"Tikehau";-15.119617;-148.230697;healthy
1977;"Fakarava";-16.05415;-145.656994;healthy
1978;"Manihi";-14.436764;-146.070056;healthy
1979;"Totegegie";-23.079861;-134.890333;healthy
1980;"Kaukura Atoll";-15.663333;-146.884769;healthy
1981;"Makemo";-16.583919;-143.658369;healthy
1983;"Takapoto";-14.709544;-145.245814;healthy
1984;"Arutua";-15.248289;-146.616708;healthy
1985;"Mataiva";-14.868055;-148.717225;healthy
1986;"Takaroa";-14.455781;-145.024542;healthy
1987;"Nuku Hiva";-8.795603;-140.228789;healthy
1989;"Bora Bora";-16.444378;-151.751286;healthy
1990;"Rangiroa";-14.954283;-147.6608;healthy
1991;"Huahine Island";-16.687242;-151.021667;healthy
1992;"Moorea";-17.489972;-149.761869;healthy
1993;"Hao Island";-18.074814;-140.945886;healthy
1994;"Maupiti";-16.426486;-152.243669;healthy
1995;"Raiatea Island";-16.722861;-151.465856;healthy
1997;"Port-vila";-17.699325;168.319794;healthy
1998;"Kone";-21.053428;164.837806;healthy
1999;"Koumac";-20.546314;164.255625;healthy
2000;"Lifou";-20.7748;167.239864;healthy
2001;"Noumea";-22.258278;166.472806;healthy
2002;"Mare";-21.481678;168.037508;healthy
2003;"Touho";-20.790028;165.259486;healthy
2004;"Ouvea";-20.640556;166.572778;healthy
2005;"Noumea";-22.014553;166.212972;healthy
2006;"Auckland";-37.008056;174.791667;healthy
2007;"Taupo";-38.739723;176.084444;healthy
2009;"Christchurch";-43.489358;172.532225;healthy
2011;"Dunedin";-45.928055;170.198333;healthy
2012;"Gisborne";-38.663333;177.978333;healthy
2014;"Hokitika";-42.713611;170.985278;healthy
2015;"Hamilton";-37.866661;175.332056;healthy
2017;"Kerikeri";-35.262779;173.911944;healthy
2018;"Kaitaia";-35.07;173.285278;healthy
2023;"New Plymouth";-39.008611;174.179167;healthy
2024;"Nelson";-41.298333;173.221111;healthy
2025;"Invercargill";-46.412408;168.312992;healthy
2028;"Palmerston North";-40.320556;175.616944;healthy
2029;"Paraparaumu";-40.904722;174.989167;healthy
2030;"Queenstown International";-45.021111;168.739167;healthy
2031;"Rotorua";-38.109167;176.317222;healthy
2034;"Tauranga";-37.671944;176.19611;healthy
2035;"Timaru";-44.302778;171.225278;healthy
2037;"Woodbourne";-41.518333;173.870278;healthy
2041;"Whakatane";-37.920556;176.914167;healthy
2042;"Wellington";-41.327221;174.805278;healthy
2045;"Whangarei";-35.768333;174.365;healthy
2046;"Westport";-41.738056;171.580833;healthy
2047;"Wanganui";-39.962222;175.025278;healthy
2048;"Herat";34.210017;62.2283;healthy
2050;"Kabul";34.565853;69.212328;healthy
2051;"Kandahar";31.505756;65.847822;healthy
2053;"Mazar-i-sharif";36.706914;67.209678;healthy
2057;"Bahrain";26.270834;50.63361;healthy
2059;"Abha";18.240367;42.656625;healthy
2060;"Al-ahsa";25.285306;49.485189;healthy
2061;"El-baha";20.296139;41.634277;healthy
2062;"Bisha";19.98435;42.620881;healthy
2064;"Dammam";26.471161;49.79789;healthy
2066;"Gizan";16.901111;42.585833;healthy
2067;"Gassim";26.302822;43.773911;healthy
2068;"Guriat";31.411942;37.279469;healthy
2069;"Hail";27.437917;41.686292;healthy
2072;"Jeddah";21.679564;39.156536;healthy
2074;"Madinah";24.553422;39.705061;healthy
2075;"Nejran";17.611436;44.419169;healthy
2076;"Hafr Al-batin";28.335192;46.125069;healthy
2081;"Rafha";29.626419;43.490614;healthy
2082;"Riyadh";24.95764;46.698776;healthy
2084;"Arar";30.906589;41.138217;healthy
2086;"Sharurah";17.466875;47.121431;healthy
2089;"Tabuk";28.365417;36.618889;healthy
2090;"Taif";21.483418;40.544334;healthy
2093;"Turaif";31.692683;38.7312;healthy
2095;"Wejh";26.198553;36.476381;healthy
2096;"Yenbo";24.144244;38.06335;healthy
2097;"Abadan";30.371111;48.228333;healthy
2103;"Bandar Mahshahr";30.556192;49.151879;healthy
2104;"Ahwaz";31.337431;48.76195;healthy
2106;"Bushehr";28.944811;50.834637;healthy
2109;"Kish Island";26.526156;53.980211;healthy
2110;"Bandar Lengeh";26.532;54.824847;healthy
2114;"Bakhtaran";34.345853;47.158128;healthy
2117;"Sanandaj";35.245856;47.009247;healthy
2123;"Rasht";37.325314;49.605817;healthy
2131;"Teheran";35.689167;51.313416;healthy
2134;"Bandar Abbas";27.218317;56.37785;healthy
2136;"Kerman";30.274444;56.951111;healthy
2142;"Birjand";32.898056;59.266111;healthy
2151;"Ramsar";36.909908;50.679589;healthy
2157;"Shiraz";29.539242;52.589786;healthy
2162;"Tabriz";38.133889;46.235;healthy
2164;"Yazd";31.904908;54.276503;healthy
2166;"Chah Bahar";25.44335;60.382114;healthy
2167;"Zahedan";29.475686;60.906189;healthy
2170;"Amman";31.722556;35.993214;healthy
2172;"Aqaba";29.611619;35.018067;healthy
2176;"Kuwait";29.226567;47.968928;healthy
2177;"Beirut";33.820931;35.488389;healthy
2179;"Abu Dhabi";24.432972;54.651138;healthy
2180;"Abu Dhabi";24.428333;54.458084;healthy
2188;"Dubai";25.252778;55.364444;healthy
2189;"Fujeirah";25.112225;56.323964;healthy
2191;"Sharjah";25.328575;55.51715;healthy
2192;"Khasab";26.170986;56.240569;healthy
2194;"Muscat";23.593278;58.284444;healthy
2195;"Salalah";17.038719;54.091297;healthy
2202;"Faisalabad";31.365014;72.994842;healthy
2203;"Gwadar";25.233308;62.329494;healthy
2204;"Gilgit";35.918786;74.333644;healthy
2206;"Karachi";24.906547;67.160797;healthy
2207;"Lahore";31.521564;74.403594;healthy
2212;"Moenjodaro";27.335156;68.143053;healthy
2214;"Multan";30.203222;71.419111;healthy
2217;"Panjgur";26.954547;64.132517;healthy
2219;"Peshawar";33.993911;71.514581;healthy
2221;"Quetta";30.251369;66.937764;healthy
2222;"Rahim Yar Khan";28.3839;70.279572;healthy
2223;"Islamabad";33.616653;73.099233;healthy
2227;"Sukkur";27.721989;68.791683;healthy
2233;"Zhob";31.358381;69.463606;healthy
2234;"Basrah";30.549069;47.662142;healthy
2241;"Doha";25.261125;51.565056;healthy
2243;"Rota";14.174308;145.242536;healthy
2244;"Saipan";15.119003;145.729356;healthy
2246;"Agana";13.48345;144.795983;healthy
2249;"Majuro";7.064758;171.272022;healthy
2251;"Kwajalein";8.720122;167.731661;healthy
2252;"Kiritimati";1.986161;-157.349778;healthy
2254;"Chuuk";7.461869;151.843006;healthy
2255;"Pohnpei";6.9851;158.208989;healthy
2256;"Babelthuap";7.367303;134.544278;healthy
2257;"Kosrae";5.356975;162.958386;healthy
2258;"Yap";9.498911;138.082497;healthy
2259;"Kinmen";24.427892;118.359197;healthy
2262;"Fengnin";22.754986;121.101681;healthy
2264;"Kaohsiung";22.577094;120.350006;healthy
2268;"Taichung";24.264668;120.62058;healthy
2270;"Tainan";22.950361;120.205778;healthy
2272;"Makung";23.568669;119.628311;healthy
2275;"Taipei";25.069722;121.5525;healthy
2276;"Taipei";25.077731;121.232822;healthy
2278;"Hualien";24.023725;121.616906;healthy
2279;"Tokyo";35.764722;140.386389;healthy
2280;"Matsumoto";36.166758;137.922669;healthy
2281;"Ibaraki";36.181083;140.415444;healthy
2284;"Nanki-shirahama";33.662222;135.364444;healthy
2286;"Obihiro";42.733333;143.217222;healthy
2287;"Sapporo";42.7752;141.692283;healthy
2288;"Hakodate";41.77;140.821944;healthy
2290;"Memanbetsu";43.880606;144.164053;healthy
2291;"Nakashibetsu";43.5775;144.96;healthy
2294;"Wakkanai";45.404167;141.800833;healthy
2295;"Iki";33.749027;129.785417;healthy
2296;"Yamaguchi";33.93;131.278611;healthy
2297;"Tsushima";34.284889;129.33055;healthy
2298;"Monbetsu";44.303914;143.404028;healthy
2299;"Asahikawa";43.670833;142.4475;healthy
2304;"Fukue";32.666269;128.832808;healthy
2305;"Fukuoka";33.585942;130.450686;healthy
2307;"Kagoshima";31.803397;130.719408;healthy
2308;"Miyazaki";31.877222;131.448611;healthy
2310;"Oita";33.479444;131.737222;healthy
2311;"Kitakyushu";33.845942;131.034689;healthy
2312;"Kumamoto";32.837319;130.85505;healthy
2313;"Nagasaki";32.916944;129.913611;healthy
2316;"Amami";28.430633;129.712542;healthy
2322;"Kanazawa";36.394611;136.406544;healthy
2324;"Toyama";36.648333;137.1875;healthy
2326;"Hiroshima";34.436111;132.919444;healthy
2327;"Okayama";34.756944;133.855278;healthy
2328;"Izumo";35.413611;132.89;healthy
2330;"Miho";35.492222;133.236389;healthy
2332;"Kochi";33.546111;133.669444;healthy
2333;"Matsuyama";33.827222;132.699722;healthy
2334;"Osaka";34.785528;135.438222;healthy
2335;"Tottori";35.530069;134.166553;healthy
2336;"Tokushima";34.132808;134.606639;healthy
2337;"Takamatsu";34.214167;134.015556;healthy
2340;"Aomori";40.734722;140.690833;healthy
2341;"Yamagata";38.411894;140.371331;healthy
2344;"Hanamaki";39.428611;141.135278;healthy
2345;"Akita";39.615556;140.218611;healthy
2346;"Misawa";40.703222;141.368364;healthy
2347;"Sendai";38.139722;140.916944;healthy
2352;"Hachijojima";33.115;139.785833;healthy
2356;"Oshima";34.782033;139.360306;healthy
2359;"Tokyo";35.552258;139.779694;healthy
2361;"Kwangju";35.126389;126.808889;healthy
2365;"Yeosu";34.842328;127.61685;healthy
2370;"Cheju";33.511306;126.493028;healthy
2372;"Busan";35.179528;128.938222;healthy
2374;"Ulsan";35.593494;129.351722;healthy
2378;"Seoul";37.558311;126.790586;healthy
2380;"Pohang";35.987858;129.420486;healthy
2381;"Taegu";35.894108;128.658856;healthy
2384;"Okinawa";26.195814;127.645869;healthy
2387;"Ishigaki";24.344525;124.186983;healthy
2388;"Kumejima";26.363506;126.713806;healthy
2390;"Miyako";24.782833;125.295111;healthy
2397;"Manila";14.508647;121.019581;healthy
2399;"Cotabato";7.165242;124.209619;healthy
2400;"Ladag";8.415619;124.611219;healthy
2401;"Pagadian";7.827197;123.458294;healthy
2404;"Zamboanga";6.922419;122.059633;healthy
2422;"Tacloban";11.227628;125.027758;healthy
2423;"Bacolod";10.642511;122.929617;healthy
2425;"Dumaguete";9.333714;123.300472;healthy
2429;"Iloilo";10.713044;122.545297;healthy
2430;"Kalibo";11.679431;122.376294;healthy
2433;"Puerto Princesa";9.742119;118.758731;healthy
2435;"San Jose";10.766044;121.933439;healthy
2439;"Parana";-31.794778;-60.480361;healthy
2440;"Rosario";-32.903611;-60.785;healthy
2441;"Santa Fe";-31.711666;-60.811668;healthy
2442;"Buenos Aires";-34.559175;-58.415606;healthy
2443;"Cordoba";-31.323619;-64.207953;healthy
2452;"Mendoza";-32.831717;-68.792856;healthy
2454;"San Rafael";-34.588314;-68.403854;healthy
2455;"Catamarca";-28.593214;-65.750925;healthy
2456;"Santiago Del Estero";-27.765617;-64.310122;healthy
2458;"La Rioja";-29.381636;-66.795839;healthy
2460;"Tucuman";-26.840861;-65.104944;healthy
2461;"San Julian";-31.571472;-68.418194;healthy
2467;"San Luis";-33.273192;-66.356422;healthy
2469;"Resistencia";-27.449986;-59.056125;healthy
2470;"Formosa";-26.212722;-58.228111;healthy
2471;"Iguazu Falls";-25.737281;-54.473444;healthy
2474;"Posadas";-27.385839;-55.970728;healthy
2476;"Salta";-24.855978;-65.486169;healthy
2477;"Jujuy";-24.392778;-65.097778;healthy
2487;"Comodoro Rivadavia";-45.785347;-67.465508;healthy
2488;"Esquel";-42.90795;-71.139472;healthy
2490;"Trelew";-43.2105;-65.270319;healthy
2491;"Viedma";-40.869222;-63.000389;healthy
2492;"Puerto Madryn";-42.759161;-65.102725;healthy
2495;"Rio Grande";-53.777667;-67.749389;healthy
2496;"Rio Gallegos";-51.608875;-69.312636;healthy
2497;"Ushuaia";-54.843278;-68.29575;healthy
2501;"Bahia Blanca";-38.724967;-62.169317;healthy
2508;"Mar Del Plata";-37.934167;-57.573333;healthy
2509;"Neuquen";-38.949;-68.155711;healthy
